request_id,purchase_type,amount,department,request_date,approval_route,total_time_hours,return_count,rejection_reason,clarification_count,final_status
10189,IT,80492.73,Operations,2026-02-12,Manager → IT → Finance → Procurement,57.45,1,,1,Одобрена
11399,IT,236587.12,HR,2026-02-12,Manager → IT → Finance → Procurement,38.45,0,,1,Одобрена
14380,Простая,15691.98,IT,2026-02-12,Manager → Procurement,12.65,0,,1,Одобрена
10525,Простая,30352.21,Marketing,2026-02-12,Manager → Procurement,12.1,0,,0,Одобрена
13459,Простая,19097.63,Finance,2026-02-12,Manager → Procurement,15.71,0,,0,Одобрена
12384,Простая,6190.25,IT,2026-02-12,Manager → Procurement,12.6,0,,0,Одобрена
11433,Простая,13395.9,IT,2026-02-12,Manager → Procurement,10.55,0,,1,Одобрена
11337,Простая,18965.66,Sales,2026-02-12,Manager → Procurement,9.92,0,Не согласовано руководителем,1,Отклонена
12673,Простая,25558.74,Administration,2026-02-13,Manager → Procurement,2.98,0,,0,Одобрена
12753,IT,259376.44,Administration,2026-02-13,Manager → IT → Finance → Procurement,40.61,0,,0,Одобрена
12125,Простая,3965.87,Marketing,2026-02-13,Manager → Procurement,3.61,0,,1,Одобрена
12410,Юридическая,344430.4,Marketing,2026-02-13,Manager → Finance → Legal → Procurement,70.88,3,,6,Одобрена
12404,Юридическая,197004.82,Sales,2026-02-13,Manager → Finance → Legal → Procurement,60.2,1,,2,Одобрена
12848,Простая,23297.47,Marketing,2026-02-13,Manager → Procurement,13.39,0,,1,Одобрена
10384,Простая,7398.42,IT,2026-02-13,Manager → Procurement,5.3,0,,0,В процессе
11974,Простая,18748.65,Administration,2026-02-13,Manager → Procurement,9.95,0,,0,Одобрена
14889,Простая,26677.67,IT,2026-02-13,Manager → Procurement,1.34,0,,0,Одобрена
13410,Простая,20419.68,Finance,2026-02-13,Manager → Procurement,7.31,0,,0,Одобрена
13468,Простая,27237.94,Sales,2026-02-13,Manager → Procurement,1.0,0,,0,Одобрена
11212,IT,48596.45,Finance,2026-02-13,Manager → IT → Finance → Procurement,28.95,0,,1,Одобрена
11637,Простая,25312.67,IT,2026-02-13,Manager → Procurement,8.01,0,,1,Одобрена
12012,Простая,26518.12,Administration,2026-02-13,Manager → Procurement,17.24,0,,1,Одобрена
11353,Простая,19078.89,Operations,2026-02-13,Manager → Procurement,13.92,0,,1,В процессе
11831,Простая,10875.08,Sales,2026-02-13,Manager → Procurement,8.88,0,,0,Одобрена
14991,Простая,11009.68,Marketing,2026-02-13,Manager → Procurement,3.12,0,,0,Одобрена
14181,IT,146526.34,Sales,2026-02-13,Manager → IT → Finance → Procurement,25.87,0,,0,Одобрена
14318,IT,206544.47,Marketing,2026-02-13,Manager → IT → Finance → Procurement,19.33,0,,0,Одобрена
14090,Простая,25503.3,Sales,2026-02-14,Manager → Procurement,5.55,0,,0,Одобрена
12145,Простая,7487.62,Operations,2026-02-14,Manager → Procurement,11.68,0,,1,Одобрена
14319,Юридическая,100000.0,Operations,2026-02-14,Manager → Finance → Legal → Procurement,59.22,0,,0,Одобрена
11678,Простая,2000.0,Operations,2026-02-14,Manager → Procurement,12.87,0,,0,Одобрена
10616,IT,153963.78,Marketing,2026-02-14,Manager → IT → Finance → Procurement,46.47,0,,1,В процессе
11759,Юридическая,236650.78,Sales,2026-02-14,Manager → Finance → Legal → Procurement,38.24,0,,0,Одобрена
13028,Юридическая,398885.66,Finance,2026-02-14,Manager → Finance → Legal → Procurement,48.59,0,,1,Одобрена
10717,IT,30000.0,Operations,2026-02-15,Manager → IT → Finance → Procurement,27.96,0,,0,Одобрена
13369,Простая,43969.26,Marketing,2026-02-15,Manager → Procurement,5.3,0,,1,Одобрена
11459,Юридическая,1354697.95,Sales,2026-02-15,Manager → Finance → Procurement → Legal,99.35,0,,0,Одобрена
10258,Простая,6264.13,Sales,2026-02-15,Manager → Procurement,10.58,0,,1,Одобрена
12755,Юридическая,363534.18,Sales,2026-02-15,Manager → Finance → Legal → Procurement,68.65,1,Юридические риски,3,Отклонена
13345,IT,182004.03,Operations,2026-02-15,Manager → IT → Finance → Procurement,42.22,0,,0,Одобрена
14867,Простая,50000.0,IT,2026-02-15,Manager → Procurement,2.21,0,,0,Одобрена
12059,Простая,21917.41,HR,2026-02-15,Manager → Procurement,4.49,0,,0,Одобрена
13779,IT,39896.14,Operations,2026-02-15,Manager → IT → Finance → Procurement,29.42,0,,0,Одобрена
14926,Простая,15165.9,Administration,2026-02-15,Manager → Procurement,5.74,0,,0,Одобрена
12294,Простая,5172.83,IT,2026-02-15,Manager → Procurement,8.97,0,,0,Одобрена
11872,Простая,7897.74,HR,2026-02-15,Manager → Procurement,8.56,0,Недостаточно бюджета,0,Отклонена
12966,IT,94558.99,Operations,2026-02-15,Manager → IT → Procurement → Finance,29.16,0,,0,Одобрена
10580,Простая,10542.45,Operations,2026-02-15,Manager → Procurement,9.52,0,,0,Одобрена
13702,Простая,23507.11,Sales,2026-02-16,Manager → Procurement,6.58,0,,0,Одобрена
11685,Простая,34274.3,Marketing,2026-02-16,Manager → Procurement,3.46,0,Не согласовано руководителем,1,Отклонена
13662,Юридическая,157475.52,Marketing,2026-02-16,Manager → Finance → Legal → Procurement,20.35,0,,0,Одобрена
13916,Простая,26586.64,Marketing,2026-02-16,Manager → Procurement,8.67,0,,0,Одобрена
10974,Юридическая,1082745.09,Administration,2026-02-16,Manager → Finance → Legal → Procurement,59.71,0,,0,Одобрена
12420,Юридическая,121828.38,IT,2026-02-16,Manager → Finance → Legal → Procurement,44.02,0,Юридические риски,0,Отклонена
12556,IT,62272.75,Administration,2026-02-16,Manager → IT → Finance → Procurement,30.29,0,,1,В процессе
13783,Юридическая,216115.46,Administration,2026-02-16,Manager → Finance → Legal → Procurement,56.4,0,,1,Одобрена
13204,IT,57975.14,HR,2026-02-16,Manager → IT → Finance → Procurement,21.21,0,,1,Одобрена
14158,Простая,21465.07,IT,2026-02-16,Manager → Procurement,5.1,0,Не согласовано руководителем,1,Отклонена
14504,Простая,19312.82,Marketing,2026-02-16,Manager → Procurement,10.28,0,,0,В процессе
10555,Простая,10693.29,Finance,2026-02-16,Manager → Procurement,6.68,0,,0,Одобрена
10248,Простая,22672.53,Marketing,2026-02-16,Manager → Procurement,9.14,0,,1,Одобрена
12746,IT,91864.68,HR,2026-02-17,Manager → IT → Finance → Procurement,14.96,0,,1,Одобрена
10235,Юридическая,147398.79,Finance,2026-02-17,Manager → Finance → Legal → Procurement,119.67,0,,0,Одобрена
10169,Простая,26042.02,IT,2026-02-17,Manager → Finance → Procurement,21.39,0,,0,В процессе
10811,Простая,8801.59,Sales,2026-02-17,Manager → Procurement,17.39,0,,0,Одобрена
12069,Простая,5916.11,Sales,2026-02-17,Manager → Procurement,8.24,0,,1,Одобрена
11175,IT,189789.88,Sales,2026-02-17,Manager → IT → Finance → Procurement,32.16,0,,0,Одобрена
10052,Простая,15240.2,Sales,2026-02-17,Manager → Procurement,11.16,0,,0,Одобрена
10826,Простая,50000.0,IT,2026-02-17,Manager → Procurement,11.66,0,,0,Одобрена
12097,Простая,41704.99,Sales,2026-02-17,Manager → Procurement,13.91,0,,0,Одобрена
12579,Простая,42367.93,IT,2026-02-17,Manager → Procurement,19.19,0,,1,Одобрена
12862,IT,47472.51,IT,2026-02-18,Manager → IT → Finance → Procurement,30.86,0,,0,Одобрена
12727,IT,88339.06,IT,2026-02-18,Manager → IT → Finance → Procurement,37.53,0,,1,Одобрена
11705,Простая,8140.15,Sales,2026-02-18,Manager → Procurement,12.35,1,,1,Одобрена
10973,Простая,9458.18,Sales,2026-02-18,Manager → Procurement,18.27,0,,0,Одобрена
10166,Простая,27042.72,Finance,2026-02-18,Manager → Procurement,8.25,0,,1,Одобрена
10620,Простая,21473.33,IT,2026-02-18,Manager → Finance → Procurement,25.62,0,,0,Одобрена
11932,IT,123741.87,Finance,2026-02-18,Manager → IT → Finance → Procurement,37.11,0,,0,Одобрена
14920,Простая,14399.5,Operations,2026-02-18,Manager → Procurement,11.66,0,,0,Одобрена
11322,Простая,28198.85,Sales,2026-02-18,Manager → Procurement,4.81,0,,1,Одобрена
12102,Простая,6666.99,Marketing,2026-02-18,Manager → Procurement,14.31,0,,1,Одобрена
13102,Простая,19142.18,IT,2026-02-18,Manager → Procurement,21.35,1,Не согласовано руководителем,2,Отклонена
11061,Юридическая,490052.95,HR,2026-02-18,Manager → Finance → Legal → Procurement,68.22,0,,0,Одобрена
11315,Простая,11150.77,Finance,2026-02-19,Manager → Finance → Procurement,22.06,0,,1,Одобрена
10321,Юридическая,1149895.34,IT,2026-02-19,Manager → Finance → Legal → Procurement,123.09,2,,4,Одобрена
10552,Простая,9318.66,IT,2026-02-19,Manager → Procurement,8.3,0,,1,Одобрена
12038,Простая,19801.15,Finance,2026-02-19,Manager → Procurement,7.99,0,,1,Одобрена
11845,Простая,20498.61,HR,2026-02-19,Manager → Procurement,14.07,0,,0,Одобрена
10635,Простая,28601.12,IT,2026-02-19,Manager → Procurement,27.97,1,Недостаточно бюджета,2,Отклонена
12532,IT,55109.69,IT,2026-02-19,Manager → IT → Finance → Procurement,32.61,0,,0,Одобрена
12231,Простая,8357.09,Marketing,2026-02-19,Manager → Procurement,7.43,0,,1,Одобрена
12757,Юридическая,133893.37,IT,2026-02-19,Manager → Finance → Legal → Procurement,35.57,0,,0,Одобрена
11719,IT,92378.19,HR,2026-02-19,Manager → IT → Finance → Procurement,25.81,1,Недостаточно бюджета,2,Отклонена
12554,Юридическая,681787.64,Marketing,2026-02-19,Manager → Finance → Legal → Procurement,25.03,0,,1,Одобрена
10613,Юридическая,737790.02,Marketing,2026-02-19,Manager → Finance → Legal → Procurement,91.51,0,,1,Одобрена
14384,Простая,22790.93,Administration,2026-02-19,Manager → Procurement,8.24,0,,0,Одобрена
14067,Простая,16821.13,Sales,2026-02-19,Manager → Procurement,11.64,0,,0,Одобрена
12480,Юридическая,1155637.22,Administration,2026-02-20,Manager → Finance → Legal → Procurement,47.52,0,,0,Одобрена
14197,Простая,12832.85,HR,2026-02-20,Manager → Procurement,9.83,0,,0,Одобрена
12302,IT,65770.67,Finance,2026-02-20,Manager → IT → Finance → Procurement,3.51,0,,0,Одобрена
10198,Юридическая,466323.16,Marketing,2026-02-20,Manager → Finance → Legal → Procurement,46.64,0,,0,Одобрена
12633,Юридическая,120265.05,Operations,2026-02-20,Manager → Legal → Finance → Procurement,74.14,0,,0,Одобрена
14611,Юридическая,1012009.31,Administration,2026-02-20,Manager → Finance → Legal → Procurement,20.44,0,,0,Одобрена
10925,Простая,30561.49,HR,2026-02-20,Manager → Finance → Procurement,16.63,0,,0,Одобрена
11665,Юридическая,417407.11,Marketing,2026-02-20,Manager → Finance → Legal → Procurement,73.56,0,,0,Одобрена
11178,Простая,39830.94,Sales,2026-02-20,Manager → Procurement,1.0,0,,0,Одобрена
13289,Простая,12151.72,Marketing,2026-02-20,Manager → Procurement,10.07,0,,0,Одобрена
11968,IT,92950.63,IT,2026-02-20,Manager → IT → Finance → Procurement,51.73,0,,0,Одобрена
10288,Простая,11887.38,HR,2026-02-20,Manager → Procurement,10.02,0,Некорректные данные,0,Отклонена
11576,Простая,12114.82,HR,2026-02-20,Manager → Procurement,4.69,0,,0,В процессе
14548,Простая,33294.22,Finance,2026-02-20,Manager → Procurement,2.18,0,,1,Одобрена
11861,IT,300000.0,Marketing,2026-02-21,Manager → Finance → IT → Procurement,76.19,1,,3,Одобрена
12337,Юридическая,725154.26,HR,2026-02-21,Manager → Finance → Legal → Procurement,34.86,1,Юридические риски,1,Отклонена
12290,Простая,50000.0,IT,2026-02-21,Manager → Procurement,2.62,0,,0,Одобрена
11406,Простая,25463.22,Finance,2026-02-21,Manager → Procurement,24.39,1,,2,Одобрена
13268,IT,104213.28,IT,2026-02-21,Manager → IT → Finance → Procurement,38.82,0,,1,Одобрена
14373,IT,59477.67,Finance,2026-02-21,Manager → IT → Finance → Procurement,41.66,0,,1,Одобрена
11228,Простая,17200.84,Marketing,2026-02-21,Manager → Procurement,1.93,0,,1,Одобрена
12774,Простая,31161.46,Administration,2026-02-21,Manager → Procurement,4.67,0,,1,Одобрена
11777,IT,87493.25,Sales,2026-02-21,Manager → IT → Finance → Procurement,38.31,0,,1,Одобрена
14377,IT,67584.71,Administration,2026-02-21,Manager → IT → Finance → Procurement,27.5,0,Технические требования не соблюдены,0,Отклонена
13866,Простая,15311.42,Sales,2026-02-21,Manager → Procurement,11.59,0,,1,Одобрена
14104,Простая,17824.71,Finance,2026-02-21,Manager → Procurement,1.0,0,,0,Одобрена
14173,Юридическая,281544.7,IT,2026-02-21,Manager → Finance → Legal → Procurement,103.22,1,,3,Одобрена
13894,IT,59899.84,Marketing,2026-02-21,Manager → IT → Finance → Procurement,59.08,2,,3,Одобрена
14673,Простая,11035.77,Administration,2026-02-22,Manager → Procurement,15.33,0,,0,Одобрена
14540,Простая,28067.15,IT,2026-02-22,Manager → Procurement,7.22,0,,0,Одобрена
13990,Юридическая,860127.64,Sales,2026-02-22,Manager → Finance → Legal → Procurement,92.61,2,,5,Одобрена
14571,Простая,12461.42,IT,2026-02-22,Manager → Procurement,8.82,0,,0,Одобрена
11589,Простая,50000.0,Operations,2026-02-22,Manager → Procurement,16.8,0,,1,Одобрена
14600,Простая,29357.9,Sales,2026-02-22,Manager → Procurement,4.31,0,,0,Одобрена
10778,Простая,16828.85,Sales,2026-02-22,Manager → Procurement,2.58,0,,1,Одобрена
11173,Простая,19218.57,Sales,2026-02-22,Manager → Procurement,4.14,0,Некорректные данные,1,Отклонена
13232,Простая,7762.16,Marketing,2026-02-22,Manager → Procurement,5.93,0,,0,Одобрена
14445,Простая,29869.45,Finance,2026-02-22,Manager → Procurement,1.0,0,,0,Одобрена
11308,IT,31271.7,Operations,2026-02-22,Manager → IT → Finance → Procurement,16.94,0,,0,Одобрена
14656,Юридическая,214905.99,Operations,2026-02-22,Manager → Legal → Finance → Procurement,93.09,1,,3,Одобрена
11119,Простая,12060.19,Operations,2026-02-22,Manager → Procurement,2.99,0,,0,Одобрена
12449,IT,31065.29,Sales,2026-02-22,Manager → IT → Finance → Procurement,17.95,0,Некорректные данные,0,Отклонена
14392,IT,53635.47,Operations,2026-02-23,Manager → IT → Finance → Procurement,42.82,0,,0,Одобрена
14461,Простая,6989.33,Operations,2026-02-23,Manager → Procurement,12.25,0,,1,Одобрена
14394,IT,71932.32,Marketing,2026-02-23,Manager → IT → Finance → Procurement,49.49,1,,3,Одобрена
12304,Простая,10085.61,Sales,2026-02-23,Manager → Procurement,6.82,0,,1,Одобрена
10322,Простая,18610.65,HR,2026-02-23,Manager → Procurement,9.55,0,,0,Одобрена
13236,Простая,9567.38,IT,2026-02-23,Manager → Procurement,10.29,0,,0,Одобрена
13318,Простая,16512.19,Operations,2026-02-23,Manager → Finance → Procurement,11.51,0,,0,Одобрена
14255,IT,66139.75,Operations,2026-02-23,Manager → IT → Finance → Procurement,50.57,2,,5,Одобрена
11744,Юридическая,237220.87,IT,2026-02-23,Manager → Finance → Legal → Procurement,82.87,2,,3,В процессе
14202,IT,151631.11,Administration,2026-02-23,Manager → IT → Finance → Procurement,28.22,0,,0,Одобрена
10340,Юридическая,262277.65,Marketing,2026-02-23,Manager → Finance → Legal → Procurement,66.8,1,,3,Одобрена
14378,Простая,10465.44,IT,2026-02-23,Manager → Procurement,19.62,0,,1,Одобрена
12708,Простая,18048.99,Sales,2026-02-23,Manager → Procurement,12.64,0,,0,Одобрена
11607,Юридическая,170577.84,Operations,2026-02-23,Manager → Finance → Legal → Procurement,34.24,0,Юридические риски,0,Отклонена
11590,Простая,4784.03,Sales,2026-02-23,Manager → Procurement,8.64,0,,1,Одобрена
13528,Простая,13287.91,Finance,2026-02-24,Manager → Procurement,15.92,0,,1,Одобрена
12798,Простая,20430.64,Operations,2026-02-24,Manager → Procurement,22.94,1,,3,Одобрена
10339,Простая,12053.56,Operations,2026-02-24,Manager → Procurement,1.65,0,,0,В процессе
14575,IT,142814.35,IT,2026-02-24,Manager → IT → Finance → Procurement,27.17,0,,0,Одобрена
12867,Простая,14806.25,IT,2026-02-24,Manager → Procurement,7.66,0,Некорректные данные,1,Отклонена
14420,IT,83444.28,Administration,2026-02-24,Manager → Finance → IT → Procurement,35.35,0,Недостаточно бюджета,0,Отклонена
10186,IT,60983.57,Operations,2026-02-24,Manager → IT → Finance → Procurement,35.75,0,Технические требования не соблюдены,0,Отклонена
11550,Простая,22295.99,Marketing,2026-02-24,Manager → Procurement,12.54,0,,0,В процессе
12650,IT,91673.1,Finance,2026-02-24,Manager → IT → Finance → Procurement,13.29,0,,1,Одобрена
11097,Простая,24765.4,IT,2026-02-24,Manager → Procurement,13.43,0,,0,Одобрена
14694,Юридическая,344976.27,IT,2026-02-25,Manager → Finance → Legal → Procurement,97.02,0,,0,Одобрена
13784,Простая,32434.96,Marketing,2026-02-25,Manager → Procurement,1.0,0,,0,Одобрена
12491,Юридическая,155010.29,Administration,2026-02-25,Manager → Finance → Legal → Procurement,74.45,0,Некорректные данные,0,Отклонена
14176,IT,41613.68,Administration,2026-02-25,Manager → IT → Finance → Procurement,36.69,0,,0,Одобрена
12954,Юридическая,407010.63,IT,2026-02-25,Manager → Finance → Legal → Procurement,56.98,0,,0,Одобрена
12253,Простая,5235.03,Operations,2026-02-25,Manager → Procurement,6.05,0,,1,Одобрена
12545,IT,60465.7,HR,2026-02-25,Manager → IT → Finance → Procurement,33.62,1,,3,Одобрена
13496,IT,144777.76,Sales,2026-02-25,Manager → IT → Finance → Procurement,22.57,0,,0,В процессе
13130,Юридическая,177260.55,Sales,2026-02-25,Manager → Finance → Legal → Procurement,80.91,0,,0,Одобрена
11966,Простая,15329.49,HR,2026-02-25,Manager → Procurement,6.62,0,,1,Одобрена
12695,Юридическая,199094.98,Marketing,2026-02-25,Manager → Finance → Legal → Procurement,84.37,0,,0,Одобрена
14288,Простая,16088.9,HR,2026-02-25,Manager → Procurement,10.34,0,,0,Одобрена
10307,Простая,12996.1,Administration,2026-02-25,Manager → Procurement,9.18,0,,0,Одобрена
10804,IT,129825.54,HR,2026-02-25,Manager → IT → Finance → Procurement,25.78,0,,0,Одобрена
13579,IT,64736.52,HR,2026-02-25,Manager → IT → Finance → Procurement,16.15,0,,1,Одобрена
12391,IT,99478.03,Marketing,2026-02-26,Manager → IT → Finance → Procurement,17.27,0,,0,Одобрена
12822,IT,65113.26,HR,2026-02-26,Manager → IT → Finance → Procurement,7.07,0,Недостаточно бюджета,1,Отклонена
14547,Юридическая,656183.64,Finance,2026-02-26,Manager → Finance → Legal → Procurement,34.8,0,,0,Одобрена
14696,IT,38796.6,Sales,2026-02-26,Manager → IT → Finance → Procurement,25.36,0,,1,Одобрена
14068,IT,81478.74,HR,2026-02-26,Manager → IT → Finance → Procurement,24.14,0,,1,Одобрена
10553,Простая,11934.04,Sales,2026-02-26,Manager → Procurement,7.91,0,Недостаточно бюджета,0,Отклонена
14602,Юридическая,100000.0,IT,2026-02-26,Manager → Finance → Legal → Procurement,46.18,0,,1,Одобрена
13257,Простая,9644.55,Operations,2026-02-26,Manager → Procurement,5.72,0,,1,Одобрена
11539,IT,99075.39,Sales,2026-02-26,Manager → IT → Finance → Procurement,34.12,0,,1,Одобрена
12430,IT,219380.42,Administration,2026-02-26,Manager → IT → Finance → Procurement,43.37,0,,0,Одобрена
14746,Простая,8402.81,Operations,2026-02-26,Manager → Finance → Procurement,26.28,0,,1,В процессе
14667,IT,123898.65,Administration,2026-02-26,Manager → IT → Finance → Procurement,28.26,2,,5,Одобрена
10012,Юридическая,890761.72,Sales,2026-02-27,Manager → Finance → Legal → Procurement,27.11,0,,0,Одобрена
11070,Простая,25011.7,IT,2026-02-27,Manager → Procurement,13.57,0,,0,Одобрена
12712,Простая,12867.18,Operations,2026-02-27,Manager → Procurement,15.36,0,,0,В процессе
12856,Юридическая,949757.35,Operations,2026-02-27,Manager → Finance → Legal → Procurement,19.5,0,,1,Одобрена
12113,Простая,26341.02,Finance,2026-02-27,Manager → Procurement,10.99,0,,1,Одобрена
13495,Простая,9704.86,HR,2026-02-27,Manager → Procurement,4.09,0,,1,Одобрена
12198,IT,146238.78,Operations,2026-02-27,Manager → IT → Finance → Procurement,41.89,1,,3,Одобрена
14144,Простая,8712.58,Finance,2026-02-27,Manager → Procurement,13.54,0,,0,Одобрена
12249,Простая,6171.29,Operations,2026-02-27,Manager → Procurement,2.78,0,,0,Одобрена
14913,Простая,17614.8,Operations,2026-02-27,Manager → Procurement,16.51,0,Недостаточно бюджета,0,Отклонена
11109,Юридическая,151259.21,Sales,2026-02-28,Manager → Finance → Legal → Procurement,53.39,0,,0,Одобрена
11319,IT,134209.6,Sales,2026-02-28,Manager → Finance → IT → Procurement,40.78,0,,0,В процессе
11500,IT,174830.39,HR,2026-02-28,Manager → IT → Finance → Procurement,53.43,0,,0,Одобрена
12213,Юридическая,458375.58,Finance,2026-02-28,Manager → Finance → Legal → Procurement,56.79,0,,1,Одобрена
11086,IT,91362.99,Operations,2026-02-28,Manager → IT → Finance → Procurement,49.95,0,,1,Одобрена
13137,IT,61308.63,HR,2026-02-28,Manager → IT → Finance → Procurement,46.37,0,,0,Одобрена
13273,IT,293507.66,Administration,2026-02-28,Manager → IT → Finance → Procurement,26.62,0,,0,Одобрена
13201,IT,109909.19,IT,2026-02-28,Manager → IT → Finance → Procurement,17.88,0,,0,Одобрена
11999,IT,87589.93,Operations,2026-03-01,Manager → IT → Finance → Procurement,15.14,0,,1,Одобрена
14589,IT,61602.95,Operations,2026-03-01,Manager → IT → Finance → Procurement,22.8,0,,1,Одобрена
11026,Простая,8971.58,Operations,2026-03-01,Manager → Procurement,11.59,0,,0,Одобрена
11802,IT,101049.91,Finance,2026-03-01,Manager → IT → Finance → Procurement,23.18,0,,1,Одобрена
10825,IT,116294.43,Sales,2026-03-01,Manager → IT → Finance → Procurement,17.9,0,,0,Одобрена
14892,Простая,11149.78,Sales,2026-03-01,Manager → Procurement,4.76,0,Не согласовано руководителем,0,Отклонена
10178,Юридическая,539239.46,IT,2026-03-01,Manager → Finance → Legal → Procurement,7.1,0,,0,Одобрена
12412,Юридическая,319961.9,Finance,2026-03-01,Manager → Finance → Legal → Procurement,7.41,0,,1,Одобрена
13792,Простая,37002.88,Operations,2026-03-01,Manager → Procurement,9.7,0,,0,Одобрена
14305,Простая,15195.13,IT,2026-03-01,Manager → Procurement,7.37,0,,0,Одобрена
10250,Простая,8377.11,Operations,2026-03-01,Manager → Procurement,15.15,0,,0,Одобрена
14431,Простая,13059.17,Sales,2026-03-01,Manager → Procurement,13.54,0,Некорректные данные,1,Отклонена
13076,Юридическая,308927.96,Sales,2026-03-01,Manager → Finance → Legal → Procurement,10.28,0,,0,Одобрена
10028,Простая,16487.94,Marketing,2026-03-01,Manager → Procurement,9.43,0,,0,Одобрена
10056,IT,120240.89,Marketing,2026-03-01,Manager → IT → Finance → Procurement,15.38,0,,0,Одобрена
12586,Простая,9976.98,Sales,2026-03-01,Manager → Procurement,8.83,0,,0,Одобрена
12669,IT,149375.68,HR,2026-03-02,Manager → IT → Finance → Procurement,46.08,2,Некорректные данные,3,Отклонена
11879,IT,193895.68,Finance,2026-03-02,Manager → IT → Finance → Procurement,5.69,0,,1,Одобрена
12806,Простая,15869.82,Finance,2026-03-02,Manager → Procurement,11.65,0,,1,Одобрена
13171,Юридическая,353824.07,Administration,2026-03-02,Manager → Finance → Legal → Procurement,72.68,0,,0,Одобрена
14633,Простая,8809.82,Marketing,2026-03-02,Manager → Procurement,6.54,0,,0,Одобрена
13343,Простая,10864.06,Finance,2026-03-02,Manager → Procurement,10.95,0,,0,Одобрена
13355,Простая,5847.59,Sales,2026-03-02,Manager → Procurement,5.93,0,,1,Одобрена
11262,Простая,11261.86,IT,2026-03-02,Manager → Procurement,10.98,0,,0,Одобрена
14228,Простая,11610.08,Operations,2026-03-02,Manager → Procurement,8.62,0,,0,Одобрена
14941,Юридическая,272381.02,Administration,2026-03-02,Manager → Finance → Legal → Procurement,28.29,0,,1,Одобрена
13598,Юридическая,106421.07,HR,2026-03-02,Manager → Finance → Legal → Procurement,23.78,0,Некорректные данные,0,Отклонена
14411,Простая,12755.15,Marketing,2026-03-02,Manager → Procurement,1.0,0,,0,Одобрена
12398,Простая,28774.37,Marketing,2026-03-02,Manager → Procurement,12.08,0,,0,Одобрена
10137,Юридическая,450566.75,IT,2026-03-02,Manager → Finance → Legal → Procurement,67.29,0,,0,В процессе
13529,IT,66830.58,Finance,2026-03-02,Manager → IT → Finance → Procurement,27.89,1,,2,Одобрена
12077,Юридическая,1859985.69,Marketing,2026-03-02,Manager → Finance → Legal → Procurement,91.09,0,,0,Одобрена
12234,Юридическая,1095218.36,Sales,2026-03-02,Manager → Finance → Legal → Procurement,18.99,0,,1,Одобрена
12778,IT,275225.67,Operations,2026-03-03,Manager → IT → Finance → Procurement,29.59,0,,1,Одобрена
10179,Юридическая,1536406.38,Sales,2026-03-03,Manager → Legal → Finance → Procurement,43.93,1,,2,Одобрена
10150,Простая,11995.3,Marketing,2026-03-03,Manager → Procurement,9.75,0,,0,Одобрена
13027,Простая,46196.01,Sales,2026-03-03,Manager → Finance → Procurement,19.85,0,,1,Одобрена
11448,IT,35752.3,Sales,2026-03-03,Manager → IT → Finance → Procurement,52.23,2,,6,Одобрена
14171,Юридическая,692872.9,IT,2026-03-03,Manager → Finance → Legal → Procurement,93.66,1,,1,Одобрена
13437,Простая,22564.69,Sales,2026-03-03,Manager → Procurement,7.83,0,,0,Одобрена
14134,IT,180462.9,HR,2026-03-03,Manager → IT → Finance → Procurement,10.11,0,,0,Одобрена
13989,Юридическая,261444.22,IT,2026-03-03,Manager → Finance → Legal → Procurement,59.74,1,,2,Одобрена
11073,Простая,7078.96,IT,2026-03-03,Manager → Procurement,13.67,0,,0,Одобрена
11045,Простая,18873.12,Sales,2026-03-03,Manager → Procurement,11.95,0,,0,Одобрена
13329,IT,48936.25,Operations,2026-03-03,Manager → IT → Finance → Procurement,22.26,0,,1,Одобрена
12609,IT,187064.9,Marketing,2026-03-03,Manager → IT → Finance → Procurement,10.12,0,,0,Одобрена
14726,Простая,19479.19,Operations,2026-03-04,Manager → Procurement,5.32,0,,1,Одобрена
12280,IT,236345.05,Finance,2026-03-04,Manager → IT → Finance → Procurement,53.33,0,,1,Одобрена
11032,IT,48414.02,Sales,2026-03-04,Manager → IT → Finance → Procurement,63.62,2,,5,Одобрена
10215,IT,110409.69,Sales,2026-03-04,Manager → IT → Finance → Procurement,24.6,0,,0,Одобрена
14466,Простая,8362.75,Marketing,2026-03-04,Manager → Procurement,14.09,0,,0,Одобрена
10053,IT,101331.97,HR,2026-03-04,Manager → IT → Finance → Procurement,33.49,0,,0,Одобрена
11006,Простая,29542.08,Sales,2026-03-04,Manager → Procurement,4.9,0,,0,Одобрена
10042,IT,61835.97,IT,2026-03-04,Manager → IT → Finance → Procurement,62.18,2,,3,Одобрена
14326,IT,49082.58,Sales,2026-03-04,Manager → IT → Finance → Procurement,55.87,0,,0,Одобрена
12742,IT,58028.2,Sales,2026-03-04,Manager → IT → Procurement → Finance,48.54,1,,2,Одобрена
14536,Простая,50000.0,Sales,2026-03-04,Manager → Procurement,6.65,0,,0,Одобрена
12734,Простая,16940.61,Marketing,2026-03-04,Manager → Procurement,18.55,0,,0,Одобрена
12988,IT,124598.0,Administration,2026-03-04,Manager → IT → Finance → Procurement,45.15,0,,0,Одобрена
13738,IT,89780.22,Marketing,2026-03-04,Manager → IT → Finance → Procurement,1.0,0,,0,Одобрена
10842,IT,102937.85,Marketing,2026-03-04,Manager → IT → Finance → Procurement,37.4,1,,1,Одобрена
